Energy(cm-1),Energy(nm),Abs
37097.4025974026,269.56065114650795,15663.6310328
37114.28571428572,269.43802925327174,15706.8652697
37131.168831168834,269.3155188695743,15749.9527212
37148.05194805195,269.19311984337855,15792.8829011
37164.93506493507,269.0708320229234,15835.6434957
37181.818181818184,268.9486552567237,15878.2203608
37198.7012987013,268.8265893935691,15920.5975236
37215.58441558442,268.7046342825237,15962.7571869
37232.46753246753,268.5827897729254,16004.6797387
37249.35064935065,268.46105571438534,16046.3437648
37266.23376623377,268.3394319567869,16087.7260653
37283.11688311688,268.21791835028563,16128.8016756
37300.0,268.0965147453083,16169.5438903
37316.88311688312,267.97522099255235,16209.9242917
37333.76623376623,267.8540369429854,16249.9127815
37350.64935064935,267.7329624478442,16289.4776168
37367.53246753247,267.6119973586348,16328.585449
37384.41558441559,267.4911415271312,16367.2013673
37401.2987012987,267.3703948053752,16405.2889444
37418.18181818182,267.2497570456754,16442.810287
37435.06493506493,267.1292281006071,16479.7260888
37451.94805194806,267.0088078230113,16515.9956871
37468.831168831166,266.8884960659943,16551.5771224
37485.71428571429,266.7682926829268,16586.427201
37502.5974025974,266.648197527444,16620.5015613
37519.48051948052,266.52821045344405,16653.7547413
37536.36363636364,266.4083313150884,16686.1402507
37553.246753246756,266.2885599668004,16717.6106442
37570.12987012987,266.1688962632652,16748.1175976
37587.01298701299,266.0493400594292,16777.6119866
37603.896103896106,265.929891210499,16806.0439671
37620.77922077922,265.81054957194146,16833.3630576
37637.66233766234,265.6913149994824,16859.5182238
37654.545454545456,265.5721873491067,16884.4579647
37671.42857142857,265.45316647705727,16908.1303998
37688.31168831169,265.3342522398346,16930.4833578
37705.194805194806,265.2154444941963,16951.4644669
37722.07792207792,265.0967430971562,16971.0212455
37738.96103896104,264.9781479059844,16989.1011939
37755.844155844155,264.8596587782058,17005.6518866
37772.72727272727,264.7412755716005,17020.621065
37789.61038961039,264.62299814420237,17033.9567304
37806.49350649351,264.50482635429904,17045.6072372
37823.37662337662,264.38676006043124,17055.5213856
37840.259740259746,264.268799121392,17063.6485143
37857.142857142855,264.1509433962264,17069.938593
37874.02597402598,264.0331927442307,17074.3423134
37890.90909090909,263.91554702495205,17076.8111803
37907.79220779221,263.79800609818767,17077.2976012
37924.67532467532,263.6805698239847,17075.7549748
37941.558441558445,263.563238062639,17072.1377779
37958.44155844156,263.44601067469546,17066.4016517
37975.32467532468,263.3288875209466,17058.5034853
37992.207792207795,263.21186846243245,17048.4014977
38009.09090909091,263.09495336044006,17036.0553186
38025.97402597403,262.9781420765027,17021.4260656
38042.857142857145,262.86143447239954,17004.4764208
38059.74025974026,262.7448304101549,16985.1707032
38076.62337662338,262.6283297520379,16963.47494
38093.506493506495,262.51193236056184,16939.3569345
38110.38961038961,262.3956380984836,16912.7863309
38127.27272727273,262.27944682880303,16883.7346773
38144.155844155845,262.16335841476285,16852.1754842
38161.03896103896,262.04737271984754,16818.0842807
38177.92207792208,261.93148960778313,16781.4386676
38194.805194805194,261.81570894253656,16742.2183663
38211.68831168831,261.70003058831526,16700.4052653
38228.571428571435,261.5844544095665,16655.9834623
38245.454545454544,261.46898027097694,16608.9393032
38262.33766233767,261.353608037472,16559.2614173
38279.22077922078,261.23833757421545,16506.9407491
38296.1038961039,261.12316874660877,16451.9705858
38312.98701298701,261.00810142029087,16394.3465813
38329.870129870134,260.89313546113704,16334.0667768
38346.753246753244,260.7782707352593,16271.1316168
38363.63636363637,260.66350710900474,16205.5439617
38380.519480519484,260.54884444895606,16137.3090965
38397.4025974026,260.43428262193055,16066.4347355
38414.28571428572,260.3198214949795,15992.9310234
38431.168831168834,260.2054609353879,15916.8105324
38448.05194805195,260.09120081067385,15838.0882554
38464.93506493507,259.977040988588,15756.7815954
38481.818181818184,259.8629813371131,15672.9103514
38498.7012987013,259.7490217244636,15586.4967008
38515.58441558442,259.6351620190849,15497.565177
38532.46753246753,259.52140208965284,15406.1426451
38549.35064935065,259.4077418050736,15312.2582726
38566.23376623377,259.29418103448273,15215.9434976
38583.11688311688,259.1807196472449,15117.2319931
38600.0,259.0673575129534,15016.1596283
38616.88311688312,258.95409450142927,14912.7644264
38633.76623376623,258.84093048272155,14807.0865199
